image_path,target,first_action,final_action,prediction,exact,edit_distance,baseline_exact,fixed,broken,source,input_transform,crop_width,crop_height,crop_size_bucket
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000354_general_011629.jpg,52176433,baseline,baseline,52176433,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,46,38,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000355_general_007670.jpg,51FD537,baseline,baseline,51F06532,False,3,False,False,False,yolo_plate_dataset,crop_source_bounding_box,48,16,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000356_general_015191.jpg,41501M008,baseline,baseline,41501NG08,False,2,False,False,False,yolo_plate_dataset,crop_source_bounding_box,224,122,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000357_general_003370.jpg,59V122709,full_z1.15_up3_train_baseline,full_z1.15_up3_train_baseline,59V1222709,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,105,83,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000358_general_016081.jpg,60A00557,baseline,baseline,60A00557,True,0,True,False,False,cropped,existing_plate_crop,82,25,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000359_general_006119.jpg,59X410652,baseline,baseline,59X410652,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,84,38,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000360_general_011491.jpg,65A01204,baseline,baseline,51A01204,False,2,False,False,False,yolo_plate_dataset,crop_source_bounding_box,106,55,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000361_general_017274.jpg,59X138225,baseline,baseline,59X138225,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,76,54,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000362_general_007080.jpg,67E105745,baseline,baseline,67E105745,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,65,46,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000363_general_012621.jpg,30G81647,baseline,baseline,30G81647,True,0,True,False,False,cropped,existing_plate_crop,43,37,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000364_general_016940.jpg,50E06949,baseline,baseline,50E06949,True,0,True,False,False,cropped,existing_plate_crop,48,38,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000365_general_009405.jpg,60A57952,baseline,baseline,60A57952,True,0,True,False,False,cropped,existing_plate_crop,67,32,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000366_general_011360.jpg,4501030,baseline,baseline,50A038GB,False,5,False,False,False,yolo_plate_dataset,crop_source_bounding_box,47,12,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000367_general_005599.jpg,59C161110,baseline,baseline,59C161110,True,0,True,False,False,cropped,existing_plate_crop,88,76,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000368_general_003380.jpg,51F66212,baseline,baseline,51F66212,True,0,True,False,False,cropped,existing_plate_crop,115,33,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000369_general_001678.jpg,30G44167,baseline,baseline,30G44167,True,0,True,False,False,cropped,existing_plate_crop,151,114,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000370_general_017302.jpg,79X170923,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,7975552,False,6,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,27,19,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000371_general_006944.jpg,76B126708,baseline,baseline,76B126708,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,69,49,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000372_general_002169.jpg,89A12797,baseline,baseline,89A11297,False,2,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,125,71,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000373_general_000903.jpg,62A05195,baseline,baseline,62A05195,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,143,45,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000374_general_005163.jpg,54L69606,baseline,baseline,54L69606,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,96,78,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000375_general_005891.jpg,51L714255,baseline,baseline,51L74255,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,42,30,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000376_general_012967.jpg,50C239954,baseline,baseline,50C233954,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,190,138,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000377_general_013598.jpg,64L599913,baseline,baseline,54L59913,False,2,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,93,82,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000378_general_014015.jpg,76D115178,baseline,baseline,76U115178,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,102,88,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000379_general_006499.jpg,65X40334,baseline,baseline,65X40334,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,143,115,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000380_general_012796.jpg,54M29266,baseline,baseline,54M29266,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,93,77,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000381_general_015882.jpg,61Z28604,baseline,baseline,61U28604,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,87,57,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000382_general_005603.jpg,60L51869,baseline,baseline,BYEWTESS,False,8,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,26,15,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000383_general_007577.jpg,79H58812,baseline,baseline,79H58812,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,95,76,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000384_general_002158.jpg,461451F4,baseline,baseline,51F44614,False,6,False,False,False,yolo_plate_ocr_dataset,existing_plate_crop,780,165,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000385_general_006308.jpg,62H136169,baseline,baseline,62M136169,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,88,79,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000386_general_010567.jpg,34KT00094,baseline,baseline,KC7280,False,8,False,False,False,yolo_plate_dataset,crop_source_bounding_box,241,80,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000387_general_017413.jpg,18G103892,baseline,baseline,18G103804,False,2,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,38,26,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000388_general_012105.jpg,61K20295,baseline,baseline,61K20295,True,0,True,False,False,cropped,existing_plate_crop,55,35,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000389_general_002965.jpg,49K127144,baseline,baseline,49K127144,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,88,76,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000390_general_009342.jpg,1G21670,baseline,baseline,31G21670,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,104,25,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000391_general_015603.jpg,59C139782,unwrap_z1.07_up2_clahe_rl_deblur_bilateral,unwrap_z1.07_up2_clahe_rl_deblur_bilateral,59C139780,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,86,73,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000392_general_011636.jpg,92N103033,baseline,baseline,92N103003,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,93,83,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000393_general_017024.jpg,6141151A9,baseline,baseline,51A96141,False,7,False,False,False,yolo_plate_dataset,crop_source_bounding_box,107,27,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000394_general_008333.jpg,77V34619,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,77V34619,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,91,79,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000395_general_014776.jpg,30L25753,baseline,baseline,30L25753,True,0,True,False,False,cropped,existing_plate_crop,83,32,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000396_general_001871.jpg,54T14850,baseline,baseline,54T11850,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,82,74,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000397_general_007409.jpg,51K22843,baseline,baseline,51K22843,True,0,True,False,False,cropped,existing_plate_crop,135,34,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000398_general_008860.jpg,50LD06105,baseline,baseline,50LD06105,True,0,True,False,False,cropped,existing_plate_crop,65,55,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000399_general_014561.jpg,51K74637,baseline,baseline,51K74637,True,0,True,False,False,cropped,existing_plate_crop,75,46,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000400_general_015676.jpg,51A7593,baseline,baseline,51A75932,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,88,27,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000401_general_011800.jpg,60F318812,baseline,baseline,60F318812,True,0,True,False,False,cropped,existing_plate_crop,42,42,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000402_general_001424.jpg,1009651G,baseline,baseline,51G10096,False,6,False,False,False,yolo_plate_ocr_dataset,existing_plate_crop,780,165,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000403_general_008302.jpg,59E143017,baseline,baseline,59C143017,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,92,84,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000404_general_010722.jpg,51V67665,baseline,baseline,51Y67665,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,91,85,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000405_general_002964.jpg,59F154329,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,59F154325,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,45,28,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000406_general_007246.jpg,100851G5,baseline,baseline,51G51008,False,7,False,False,False,yolo_plate_ocr_dataset,existing_plate_crop,780,165,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000407_general_016885.jpg,29A78294,baseline,baseline,29A78294,True,0,True,False,False,cropped,existing_plate_crop,101,27,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000408_general_015229.jpg,49X151643,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,685555816,False,8,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,27,16,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000409_general_000997.jpg,51H07782,baseline,baseline,51H07782,True,0,True,False,False,cropped,existing_plate_crop,36,13,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000410_general_005021.jpg,51F510D,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,51G51008,False,3,False,False,False,yolo_plate_dataset,crop_source_bounding_box,53,16,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000411_general_001973.jpg,59K199217,baseline,baseline,59K199217,True,0,True,False,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000412_general_011780.jpg,89B219240,baseline,baseline,89B219240,True,0,True,False,False,cropped,existing_plate_crop,42,32,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000413_general_010854.jpg,30G18768,baseline,baseline,99A18766,False,4,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,344,141,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000414_general_009366.jpg,60A63369,baseline,baseline,60A63369,True,0,True,False,False,cropped,existing_plate_crop,52,38,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000415_general_000963.jpg,60F250191,baseline,baseline,60F250191,True,0,True,False,False,cropped,existing_plate_crop,59,44,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000416_general_001262.jpg,29K42259,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,BBC,False,8,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,346,323,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000417_general_008872.jpg,50X115755,baseline,baseline,50X115755,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,47,33,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000418_general_016006.jpg,59X112470,baseline,baseline,59XY12070,False,2,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,109,102,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000419_general_001471.jpg,50E12053,baseline,baseline,50E12053,True,0,True,False,False,cropped,existing_plate_crop,72,50,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000420_general_010550.jpg,59C1311D2,unwrap_z1.07_up2_clahe_rl_deblur_bilateral,unwrap_z1.07_up2_clahe_rl_deblur_bilateral,59C131162,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,33,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000421_general_009142.jpg,5139154,baseline,baseline,51C9154,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,107,31,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000422_general_011082.jpg,60H19817,baseline,baseline,60H19817,True,0,True,False,False,cropped,existing_plate_crop,93,26,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000423_general_005336.jpg,59Z127223,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,59Z227222,False,2,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,143,115,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000424_general_004645.jpg,50LD00165,baseline,baseline,50LD00165,True,0,True,False,False,cropped,existing_plate_crop,66,18,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000425_general_006280.jpg,30E00335,baseline,baseline,30E61035,False,3,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,117,52,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000426_general_010056.jpg,51F2255,baseline,baseline,51F21255,False,1,False,False,False,yolo_plate_dataset,crop_source_bounding_box,98,87,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000427_general_009540.jpg,65F82907,baseline,baseline,65F82907,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,307,225,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000428_general_008283.jpg,G00D084,baseline,baseline,60L0005B4,False,5,False,False,False,yolo_plate_dataset,crop_source_bounding_box,49,20,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000429_general_017291.jpg,89A553030,baseline,baseline,89A15530,False,3,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,93,60,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000430_general_014044.jpg,60LD01737,baseline,baseline,60LD01737,True,0,True,False,False,cropped,existing_plate_crop,46,33,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000431_general_010104.jpg,51C70153,baseline,baseline,51C70153,True,0,True,False,False,cropped,existing_plate_crop,62,21,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000432_general_001614.jpg,51G50539,baseline,baseline,51G50553,False,2,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,85,25,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000433_general_014132.jpg,81D79348,baseline,baseline,1D79348,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,54,29,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000434_general_006540.jpg,60B166391,baseline,baseline,60B316391,False,2,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,82,77,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000435_general_003603.jpg,59B133968,baseline,baseline,59B133968,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,89,80,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000436_general_013703.jpg,51D1440,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,51G01440,False,2,False,False,False,yolo_plate_dataset,crop_source_bounding_box,50,12,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000437_general_001831.jpg,84H00889,full_z1.15_up3_train_baseline,full_z1.15_up3_train_baseline,84H00889,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,88,47,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000438_general_002750.jpg,59Z113930,baseline,baseline,59Z113930,True,0,True,False,False,yolo_plate_dataset,crop_source_bounding_box,91,78,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000439_general_003729.jpg,70G177202,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,961,False,8,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,263,337,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000440_general_002575.jpg,54P44343,baseline,baseline,THE,False,8,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,15,9,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000441_general_014547.jpg,93651G51,baseline,baseline,51G51936,False,6,False,False,False,yolo_plate_ocr_dataset,existing_plate_crop,780,165,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000442_general_002178.jpg,30E19903,baseline,baseline,30E19903,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,215,65,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000443_general_003887.jpg,50Z22799,full_z1.15_up2_train_baseline,full_z1.15_up2_train_baseline,KW220YAL,False,7,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,53,31,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000444_general_008207.jpg,70H117550,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,79H117550,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,84,74,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000445_general_006015.jpg,50H48197,baseline,baseline,50H48197,True,0,True,False,False,cropped,existing_plate_crop,44,30,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000446_general_002451.jpg,0004411,baseline,baseline,50LD04411,False,3,False,False,False,yolo_plate_dataset,crop_source_bounding_box,53,13,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000447_general_014961.jpg,19L107219,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,19L107219,True,0,True,False,False,archive_plate_crops_from_coords,existing_plate_crop,501,425,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000448_general_015542.jpg,30F7986,baseline,baseline,31F7986,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,100,44,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000449_general_006511.jpg,63H64588,baseline,baseline,63H54588,False,1,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,97,88,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_11_replicated_primary_ppo\fresh_external_holdout\images\phase9_000450_general_014604.jpg,63Z05571,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,50E03479,False,6,False,False,False,archive_plate_crops_from_coords,existing_plate_crop,32,21,min_side_lt32
