image_path,target,first_action,final_action,prediction,exact,edit_distance,baseline_exact,fixed,broken,policy_a_action,policy_b_action,policy_a_prediction,policy_b_prediction,prediction_agreement_change
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000470_yolo_plate_dataset.jpg,51C50553,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,51G60553,False,2,False,False,False,full_z0.93_up3_clahe_clip1_tile4,full_z1.00_up2_clahe_rl_deblur_bilateral,51G60553,51G60553,True
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000471_yolo_plate_dataset.jpg,59S174613,baseline,baseline,59S174613,True,0,True,False,False,baseline,baseline,59S174613,59S174613,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000473_archive_plate_crops_from_coords.jpg,51F55717,baseline,baseline,51F55717,True,0,True,False,False,baseline,baseline,51F55717,51F55717,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000475_cropped.jpg,30K02781,baseline,baseline,30K02781,True,0,True,False,False,baseline,baseline,30K02781,30K02781,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000481_yolo_plate_ocr_dataset.jpg,49F1086650,baseline,baseline,49F108660,False,1,False,False,False,baseline,baseline,49F108660,49F108660,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000498_yolo_plate_dataset.jpg,65X37533,baseline,baseline,65X37533,True,0,True,False,False,baseline,baseline,65X37533,65X37533,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000505_cropped.jpg,72G00593,baseline,baseline,72G00593,True,0,True,False,False,baseline,baseline,72G00593,72G00593,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000508_yolo_plate_dataset.jpg,7H3169,baseline,baseline,TH3169,False,1,False,False,False,baseline,baseline,TH3169,TH3169,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000517_yolo_plate_dataset.jpg,5110095,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,51G10096,False,2,False,False,False,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,51G10096,51G10096,True
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000519_cropped.jpg,60A57299,baseline,baseline,60A57299,True,0,True,False,False,baseline,baseline,60A57299,60A57299,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000523_archive_plate_crops_from_coords.jpg,72C150260,baseline,baseline,72C150260,True,0,True,False,False,baseline,baseline,72C150260,72C150260,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000525_yolo_plate_dataset.jpg,54X26487,baseline,baseline,54X26487,True,0,True,False,False,baseline,baseline,54X26487,54X26487,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000526_yolo_plate_ocr_dataset.jpg,51D10039,baseline,baseline,51D10039,True,0,True,False,False,baseline,baseline,51D10039,51D10039,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000529_archive_plate_crops_from_coords.jpg,59K122323,baseline,baseline,59K122323,True,0,True,False,False,baseline,baseline,59K122323,59K122323,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000530_cropped.jpg,51H29185,baseline,baseline,51H29185,True,0,True,False,False,baseline,baseline,51H29185,51H29185,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000531_yolo_plate_ocr_dataset.jpg,59L156720,baseline,baseline,59L156220,False,1,False,False,False,baseline,baseline,59L156220,59L156220,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000536_cropped.jpg,50LD19389,baseline,baseline,50LD19389,True,0,True,False,False,baseline,baseline,50LD19389,50LD19389,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000542_cropped.jpg,36P30681,baseline,baseline,36P30681,True,0,True,False,False,baseline,full_z1.15_up3_train_baseline,36P30681,36P30681,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000546_cropped.jpg,51F87191,baseline,baseline,51F87191,True,0,True,False,False,baseline,baseline,51F87191,51F87191,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000550_yolo_plate_dataset.jpg,59K113099,baseline,baseline,59K113099,True,0,True,False,False,baseline,baseline,59K113099,59K113099,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000552_archive_plate_crops_from_coords.jpg,59K140650,baseline,baseline,59K140650,True,0,True,False,False,baseline,baseline,59K140650,59K140650,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000556_cropped.jpg,50H46924,baseline,baseline,50H46924,True,0,True,False,False,baseline,baseline,50H46924,50H46924,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000573_archive_plate_crops_from_coords.jpg,51K61392,baseline,baseline,51K61392,True,0,True,False,False,baseline,baseline,51K61392,51K61392,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000575_yolo_plate_dataset.jpg,51F84685,baseline,baseline,51F84686,False,1,False,False,False,baseline,baseline,51F84686,51F84686,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000581_yolo_plate_dataset.jpg,59S241737,baseline,baseline,59S241737,True,0,True,False,False,baseline,baseline,59S241737,59S241737,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000593_yolo_plate_dataset.jpg,67B103448,baseline,baseline,67B103448,True,0,True,False,False,full_z0.93_up3_clahe_clip1_tile4,baseline,67B103448,67B103448,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000595_yolo_plate_ocr_dataset.jpg,59P189739,baseline,baseline,59P189739,True,0,True,False,False,baseline,baseline,59P189739,59P189739,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000603_yolo_plate_dataset.jpg,93LDD0103,baseline,baseline,93LD00103,False,1,False,False,False,full_z1.15_up2_train_baseline,baseline,93LD00103,93LD00103,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000606_cropped.jpg,50LD19536,baseline,baseline,50LD19536,True,0,True,False,False,baseline,baseline,50LD19536,50LD19536,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000616_yolo_plate_dataset.jpg,59F111299,baseline,baseline,59F111299,True,0,True,False,False,baseline,baseline,59F111299,59F111299,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000628_yolo_plate_ocr_dataset.jpg,59C228114,baseline,baseline,59C28114,False,1,False,False,False,baseline,baseline,59C28114,59C28114,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000632_cropped.jpg,30G85566,baseline,baseline,30G85566,True,0,True,False,False,baseline,full_z0.93_up3_clahe_clip1_tile4,30G85566,30G85566,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000637_yolo_plate_ocr_dataset.jpg,43A118650,baseline,baseline,43A18650,False,1,False,False,False,baseline,baseline,43A18650,43A18650,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000645_archive_plate_crops_from_coords.jpg,59X318737,baseline,baseline,59X318737,True,0,True,False,False,baseline,baseline,59X318737,59X318737,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000647_archive_plate_crops_from_coords.jpg,59X122113,baseline,baseline,59X122113,True,0,True,False,False,full_z1.15_up2_train_baseline,baseline,59X122113,59X122113,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000652_archive_plate_crops_from_coords.jpg,59X172873,baseline,baseline,59X172873,True,0,True,False,False,full_z1.15_up3_train_baseline,full_z1.15_up3_train_baseline,59X172873,59X172873,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000661_yolo_plate_dataset.jpg,54V78344,baseline,baseline,54V78344,True,0,True,False,False,baseline,baseline,54V78344,54V78344,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000665_cropped.jpg,30A53985,baseline,baseline,30A53985,True,0,True,False,False,baseline,baseline,30A53985,30A53985,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000666_yolo_plate_dataset.jpg,51G50553,baseline,baseline,51G50553,True,0,True,False,False,baseline,baseline,51G50553,51G50553,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000676_archive_plate_crops_from_coords.jpg,72F120613,baseline,baseline,72F120613,True,0,True,False,False,baseline,baseline,72F120613,72F120613,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000682_yolo_plate_dataset.jpg,64K95859,baseline,baseline,64K95859,True,0,True,False,False,baseline,baseline,64K95859,64K95859,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000683_cropped.jpg,59H155556,baseline,baseline,59H155556,True,0,True,False,False,baseline,baseline,59H155556,59H155556,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000685_yolo_plate_ocr_dataset.jpg,54T40987,baseline,baseline,54T40987,True,0,True,False,False,baseline,baseline,54T40987,54T40987,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000688_archive_plate_crops_from_coords.jpg,51H47216,baseline,baseline,51H47216,True,0,True,False,False,baseline,baseline,51H47216,51H47216,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000689_cropped.jpg,67E00124,baseline,baseline,67E00124,True,0,True,False,False,baseline,baseline,67E00124,67E00124,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000696_yolo_plate_dataset.jpg,51AD104,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,51A01204,False,2,False,False,False,full_z1.15_up2_train_baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,51A01204,51A01204,True
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000701_archive_plate_crops_from_coords.jpg,29A29441,baseline,baseline,29A29441,True,0,True,False,False,baseline,baseline,29A29441,29A29441,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000705_archive_plate_crops_from_coords.jpg,51G43313,baseline,baseline,51G44313,False,1,False,False,False,baseline,baseline,51G44313,51G44313,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000709_yolo_plate_dataset.jpg,73G117544,baseline,baseline,73G117544,True,0,True,False,False,baseline,baseline,73G117544,73G117544,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000710_yolo_plate_ocr_dataset.jpg,59N176654,baseline,baseline,59N176654,True,0,True,False,False,baseline,baseline,59N176654,59N176654,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000712_yolo_plate_dataset.jpg,51A22028,baseline,baseline,G1A2028,False,2,False,False,False,full_z0.85_up2_adaptive_noise_3way,full_z1.00_up2_clahe_rl_deblur_bilateral,GLA74028,G1A22028,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000715_yolo_plate_dataset.jpg,5111015,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,51F16169,False,4,False,False,False,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,51F16169,51F16169,True
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000719_archive_plate_crops_from_coords.jpg,59E158284,baseline,baseline,59E158284,True,0,True,False,False,baseline,baseline,59E158284,59E158284,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000727_archive_plate_crops_from_coords.jpg,51K36433,baseline,baseline,51K36443,False,1,False,False,False,baseline,baseline,51K36443,51K36443,False
