image_path,target,first_action,final_action,prediction,exact,edit_distance,baseline_exact,fixed,broken
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000603_yolo_plate_dataset.jpg,93LDD0103,baseline,baseline,93LD00103,False,1,False,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000606_cropped.jpg,50LD19536,baseline,baseline,50LD19536,True,0,True,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000616_yolo_plate_dataset.jpg,59F111299,baseline,baseline,59F111299,True,0,True,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000628_yolo_plate_ocr_dataset.jpg,59C228114,baseline,baseline,59C28114,False,1,False,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000632_cropped.jpg,30G85566,baseline,baseline,30G85566,True,0,True,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000637_yolo_plate_ocr_dataset.jpg,43A118650,baseline,baseline,43A18650,False,1,False,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000645_archive_plate_crops_from_coords.jpg,59X318737,baseline,baseline,59X318737,True,0,True,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000647_archive_plate_crops_from_coords.jpg,59X122113,baseline,baseline,59X122113,True,0,True,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000652_archive_plate_crops_from_coords.jpg,59X172873,baseline,baseline,59X172873,True,0,True,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000661_yolo_plate_dataset.jpg,54V78344,baseline,baseline,54V78344,True,0,True,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000665_cropped.jpg,30A53985,baseline,baseline,30A53985,True,0,True,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000666_yolo_plate_dataset.jpg,51G50553,baseline,baseline,51G50553,True,0,True,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000676_archive_plate_crops_from_coords.jpg,72F120613,baseline,baseline,72F120613,True,0,True,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000682_yolo_plate_dataset.jpg,64K95859,baseline,baseline,64K95859,True,0,True,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000683_cropped.jpg,59H155556,baseline,baseline,59H155556,True,0,True,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000685_yolo_plate_ocr_dataset.jpg,54T40987,baseline,baseline,54T40987,True,0,True,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000688_archive_plate_crops_from_coords.jpg,51H47216,baseline,baseline,51H47216,True,0,True,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000689_cropped.jpg,67E00124,baseline,baseline,67E00124,True,0,True,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000696_yolo_plate_dataset.jpg,51AD104,baseline,baseline,51AD1204,False,1,False,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000701_archive_plate_crops_from_coords.jpg,29A29441,baseline,baseline,29A29441,True,0,True,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000705_archive_plate_crops_from_coords.jpg,51G43313,baseline,baseline,51G44313,False,1,False,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000709_yolo_plate_dataset.jpg,73G117544,baseline,baseline,73G117544,True,0,True,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000710_yolo_plate_ocr_dataset.jpg,59N176654,baseline,baseline,59N176654,True,0,True,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000712_yolo_plate_dataset.jpg,51A22028,full_z0.93_up3_clahe_clip1_tile4,full_z0.93_up3_clahe_clip1_tile4,GTA24028,False,3,False,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000715_yolo_plate_dataset.jpg,5111015,baseline,baseline,51F16168,False,4,False,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000719_archive_plate_crops_from_coords.jpg,59E158284,baseline,baseline,59E158284,True,0,True,False,False
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_7_compact_multiscale_ppo\external_holdout_cropped\images\general_000727_archive_plate_crops_from_coords.jpg,51K36433,baseline,baseline,51K36443,False,1,False,False,False
