image_path,target,first_action,final_action,prediction,exact,edit_distance,baseline_exact,fixed,broken,policy_a_action,policy_b_action,policy_a_prediction,policy_b_prediction,prediction_agreement_change,source,input_transform,crop_width,crop_height,crop_size_bucket
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001688.jpg,83P120882,baseline,baseline,83P120882,True,0,True,False,False,baseline,baseline,83P120882,83P120882,False,yolo_plate_dataset,crop_source_bounding_box,190,128,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_005044.jpg,51A80161,baseline,baseline,51A80161,True,0,True,False,False,full_z1.00_up2_clahe_rl_deblur_bilateral,baseline,51A80161,51A80161,False,cropped,existing_plate_crop,38,33,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_003079.jpg,60D193113,baseline,baseline,60B193113,False,1,False,False,False,baseline,baseline,60B193113,60B193113,False,yolo_plate_dataset,crop_source_bounding_box,52,42,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_003911.jpg,30G82691,baseline,baseline,30G82691,True,0,True,False,False,baseline,baseline,30G82691,30G82691,False,cropped,existing_plate_crop,68,36,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_011990.jpg,51S57599,baseline,baseline,51S57559,False,1,False,False,False,baseline,baseline,51S57559,51S57559,False,archive_plate_crops_from_coords,existing_plate_crop,92,85,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_017653.jpg,60K12438,baseline,baseline,60K12438,True,0,True,False,False,baseline,baseline,60K12438,60K12438,False,cropped,existing_plate_crop,48,31,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_013340.jpg,60H12757,baseline,baseline,60H12757,True,0,True,False,False,baseline,baseline,60H12757,60H12757,False,cropped,existing_plate_crop,90,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_011965.jpg,66M25045,baseline,baseline,66M25045,True,0,True,False,False,baseline,baseline,66M25045,66M25045,False,yolo_plate_dataset,crop_source_bounding_box,146,100,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_017339.jpg,65P14055,baseline,baseline,65P14055,True,0,True,False,False,baseline,baseline,65P14055,65P14055,False,yolo_plate_dataset,crop_source_bounding_box,157,98,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_005988.jpg,59H143564,baseline,baseline,59H143564,True,0,True,False,False,baseline,baseline,59H143564,59H143564,False,archive_plate_crops_from_coords,existing_plate_crop,80,71,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_004190.jpg,36A21629,baseline,baseline,36A21629,True,0,True,False,False,baseline,baseline,36A21629,36A21629,False,cropped,existing_plate_crop,46,37,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_004825.jpg,A51A110,baseline,baseline,51A22100,False,4,False,False,False,baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,51A22100,61A72110,False,yolo_plate_dataset,crop_source_bounding_box,59,14,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008936.jpg,66N65519,baseline,baseline,QDN65519,False,2,False,False,False,baseline,baseline,QDN65519,QDN65519,False,archive_plate_crops_from_coords,existing_plate_crop,77,68,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_013786.jpg,60A96220,baseline,baseline,60A96220,True,0,True,False,False,baseline,baseline,60A96220,60A96220,False,cropped,existing_plate_crop,65,35,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_006095.jpg,47M195652,baseline,baseline,47H195652,False,1,False,False,False,full_z1.15_up2_train_baseline,baseline,47M195652,47H195652,False,archive_plate_crops_from_coords,existing_plate_crop,66,48,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_006686.jpg,61C45148,baseline,baseline,61C45148,True,0,True,False,False,baseline,baseline,61C45148,61C45148,False,cropped,existing_plate_crop,62,26,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_012839.jpg,59X158447,baseline,baseline,59Y158447,False,1,False,False,False,baseline,baseline,59Y158447,59Y158447,False,archive_plate_crops_from_coords,existing_plate_crop,85,70,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001358.jpg,60A102345,full_z0.93_up3_clahe_clip1_tile4,full_z0.93_up3_clahe_clip1_tile4,60A102345,True,0,False,True,False,full_z1.15_up2_train_baseline,full_z0.93_up3_clahe_clip1_tile4,60A102345,60A102345,True,cropped,existing_plate_crop,27,29,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_009472.jpg,63X66011,baseline,baseline,53X66011,False,1,False,False,False,baseline,baseline,53X66011,53X66011,False,archive_plate_crops_from_coords,existing_plate_crop,83,75,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_017678.jpg,60H538160,baseline,baseline,60H538160,True,0,True,False,False,baseline,baseline,60H538160,60H538160,False,cropped,existing_plate_crop,42,31,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008428.jpg,50LD14754,baseline,baseline,50LD14754,True,0,True,False,False,baseline,baseline,50LD14754,50LD14754,False,cropped,existing_plate_crop,44,32,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001611.jpg,65X45189,baseline,baseline,65X45189,True,0,True,False,False,baseline,baseline,65X45189,65X45189,False,yolo_plate_dataset,crop_source_bounding_box,124,94,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_004210.jpg,59H143727,baseline,baseline,59H143727,True,0,True,False,False,full_z1.15_up2_train_baseline,baseline,59H143727,59H143727,False,yolo_plate_dataset,crop_source_bounding_box,108,84,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_015775.jpg,30A47005,baseline,baseline,30A47005,True,0,True,False,False,baseline,baseline,30A47005,30A47005,False,archive_plate_crops_from_coords,existing_plate_crop,274,69,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_009303.jpg,88A23016,baseline,baseline,88A23018,False,1,False,False,False,full_z1.15_up2_train_baseline,baseline,88A23016,88A23018,False,archive_plate_crops_from_coords,existing_plate_crop,213,139,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_013667.jpg,54S44283,baseline,baseline,54S44283,True,0,True,False,False,baseline,baseline,54S44283,54S44283,False,cropped,existing_plate_crop,70,65,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_005624.jpg,83G00144,baseline,baseline,83G00144,True,0,True,False,False,full_z1.15_up2_train_baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,83G00144,83G00144,False,cropped,existing_plate_crop,35,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_017046.jpg,19C08858,baseline,baseline,19C08858,True,0,True,False,False,full_z0.93_up3_clahe_clip1_tile4,baseline,19C08858,19C08858,False,cropped,existing_plate_crop,40,24,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001587.jpg,93P267239,baseline,baseline,93P267239,True,0,True,False,False,baseline,baseline,93P267239,93P267239,False,archive_plate_crops_from_coords,existing_plate_crop,62,41,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001653.jpg,59L229477,baseline,baseline,59L229477,True,0,True,False,False,baseline,baseline,59L229477,59L229477,False,archive_plate_crops_from_coords,existing_plate_crop,74,62,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_010011.jpg,30F45081,baseline,baseline,30F45081,True,0,True,False,False,baseline,baseline,30F45081,30F45081,False,archive_plate_crops_from_coords,existing_plate_crop,240,64,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_005078.jpg,59H146828,baseline,baseline,50H146828,False,1,False,False,False,full_z1.15_up2_train_baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,53H146828,55H146828,False,yolo_plate_dataset,crop_source_bounding_box,86,72,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_003132.jpg,83P321552,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,83P321552,True,0,False,True,False,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,83P321552,83P321552,True,archive_plate_crops_from_coords,existing_plate_crop,71,30,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001059.jpg,49B131215,baseline,baseline,49B131215,True,0,True,False,False,baseline,baseline,49B131215,49B131215,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_005564.jpg,29A97435,baseline,baseline,29A97435,True,0,True,False,False,baseline,baseline,29A97435,29A97435,False,cropped,existing_plate_crop,53,21,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_013237.jpg,50LD18155,baseline,baseline,50LD18155,True,0,True,False,False,baseline,baseline,50LD18155,50LD18155,False,cropped,existing_plate_crop,86,47,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001132.jpg,60A04647,baseline,baseline,60A04647,True,0,True,False,False,baseline,baseline,60A04647,60A04647,False,cropped,existing_plate_crop,52,44,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_017428.jpg,28H149113,baseline,baseline,28H148113,False,1,False,False,False,full_z1.15_up3_train_baseline,full_z1.15_up3_train_baseline,28H148113,28H148113,False,archive_plate_crops_from_coords,existing_plate_crop,51,38,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_006254.jpg,60B03619,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,60B03619,True,0,False,True,False,full_z1.15_up2_train_baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,60B03619,60B03619,True,cropped,existing_plate_crop,50,27,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_011564.jpg,51H68900,baseline,baseline,51H68800,False,1,False,False,False,baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,51H68800,51H68800,False,archive_plate_crops_from_coords,existing_plate_crop,48,14,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_003184.jpg,65LD00055,baseline,baseline,65LD00055,True,0,True,False,False,baseline,baseline,65LD00055,65LD00055,False,cropped,existing_plate_crop,37,27,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_003391.jpg,30G08198,baseline,baseline,30G08198,True,0,True,False,False,baseline,baseline,30G08198,30G08198,False,cropped,existing_plate_crop,66,20,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_004936.jpg,59E121500,baseline,baseline,59E121500,True,0,True,False,False,full_z1.15_up2_train_baseline,baseline,59E121500,59E121500,False,yolo_plate_dataset,crop_source_bounding_box,78,63,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_003466.jpg,63B279357,baseline,baseline,63B279357,True,0,True,False,False,baseline,baseline,63B279357,63B279357,False,archive_plate_crops_from_coords,existing_plate_crop,132,95,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_003441.jpg,59T181654,baseline,baseline,59T161654,False,1,False,False,False,baseline,baseline,59T161654,59T161654,False,yolo_plate_dataset,crop_source_bounding_box,50,39,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_007688.jpg,60A57840,baseline,baseline,60A57840,True,0,True,False,False,baseline,baseline,60A57840,60A57840,False,cropped,existing_plate_crop,49,41,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_007410.jpg,51H04163,baseline,baseline,51H04163,True,0,True,False,False,baseline,baseline,51H04163,51H04163,False,cropped,existing_plate_crop,66,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001114.jpg,51U83423,baseline,baseline,51U83423,True,0,True,False,False,baseline,baseline,51U83423,51U83423,False,archive_plate_crops_from_coords,existing_plate_crop,72,60,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_007950.jpg,59C147176,baseline,baseline,59C147167,False,2,False,False,False,baseline,full_z1.15_up3_train_baseline,59C147167,59C147107,False,yolo_plate_dataset,crop_source_bounding_box,92,76,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_015090.jpg,59X188265,baseline,baseline,59X188265,True,0,True,False,False,baseline,baseline,59X188265,59X188265,False,archive_plate_crops_from_coords,existing_plate_crop,86,66,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_012026.jpg,60K12341,baseline,baseline,60K12341,True,0,True,False,False,baseline,baseline,60K12341,60K12341,False,cropped,existing_plate_crop,133,36,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_012897.jpg,54N43634,baseline,baseline,54N43634,True,0,True,False,False,baseline,baseline,54N43634,54N43634,False,archive_plate_crops_from_coords,existing_plate_crop,125,98,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_010055.jpg,59C123682,baseline,baseline,59C123682,True,0,True,False,False,baseline,baseline,59C123682,59C123682,False,yolo_plate_dataset,crop_source_bounding_box,104,93,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008638.jpg,50LD21165,baseline,baseline,50LD21165,True,0,True,False,False,baseline,baseline,50LD21165,50LD21165,False,cropped,existing_plate_crop,48,43,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002576.jpg,29H00994,baseline,baseline,29H00994,True,0,True,False,False,baseline,baseline,29H00994,29H00994,False,cropped,existing_plate_crop,33,22,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_010872.jpg,59P224979,baseline,baseline,59P224379,False,1,False,False,False,baseline,baseline,59P224379,59P224379,False,archive_plate_crops_from_coords,existing_plate_crop,85,70,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001523.jpg,60A59570,baseline,baseline,60A59570,True,0,True,False,False,baseline,baseline,60A59570,60A59570,False,cropped,existing_plate_crop,88,61,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001987.jpg,85D101611,baseline,baseline,85D101611,True,0,True,False,False,baseline,full_z1.15_up3_train_baseline,85D101611,85D101611,False,archive_plate_crops_from_coords,existing_plate_crop,93,87,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_015371.jpg,50F01043,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,50F01043,True,0,False,True,False,full_z1.15_up2_train_baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,50F01043,50F01043,True,cropped,existing_plate_crop,31,26,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_013701.jpg,50X111521,baseline,baseline,50X111521,True,0,True,False,False,baseline,baseline,50X111521,50X111521,False,archive_plate_crops_from_coords,existing_plate_crop,37,26,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_015776.jpg,72L93441,baseline,baseline,72L93441,True,0,True,False,False,baseline,baseline,72L93441,72L93441,False,yolo_plate_dataset,crop_source_bounding_box,87,76,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_002924.jpg,51F3561,baseline,baseline,51F35613,False,1,False,False,False,baseline,baseline,51F35613,51F35613,False,yolo_plate_dataset,crop_source_bounding_box,85,44,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001944.jpg,94E119317,baseline,baseline,94E119317,True,0,True,False,False,baseline,baseline,94E119317,94E119317,False,archive_plate_crops_from_coords,existing_plate_crop,84,71,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_012334.jpg,94E101286,baseline,baseline,94E101286,True,0,True,False,False,baseline,baseline,94E101286,94E101286,False,cropped,existing_plate_crop,54,41,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_009703.jpg,59U111444,baseline,baseline,59U111444,True,0,True,False,False,baseline,baseline,59U111444,59U111444,False,archive_plate_crops_from_coords,existing_plate_crop,79,70,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_014419.jpg,51C32368,baseline,baseline,51C32368,True,0,True,False,False,baseline,baseline,51C32368,51C32368,False,cropped,existing_plate_crop,63,45,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008933.jpg,59X191553,baseline,baseline,59X191553,True,0,True,False,False,baseline,baseline,59X191553,59X191553,False,archive_plate_crops_from_coords,existing_plate_crop,76,51,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_004949.jpg,60C59568,baseline,baseline,60C59568,True,0,True,False,False,baseline,baseline,60C59568,60C59568,False,cropped,existing_plate_crop,62,36,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008301.jpg,54T11850,baseline,baseline,54T11850,True,0,True,False,False,baseline,baseline,54T11850,54T11850,False,yolo_plate_dataset,crop_source_bounding_box,85,73,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_012681.jpg,60B04490,baseline,baseline,60B04490,True,0,True,False,False,baseline,baseline,60B04490,60B04490,False,cropped,existing_plate_crop,34,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_016134.jpg,60B05868,baseline,baseline,60805868,False,1,False,False,False,baseline,baseline,60805868,60805868,False,cropped,existing_plate_crop,51,19,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001582.jpg,51K80999,baseline,baseline,51K80999,True,0,True,False,False,baseline,baseline,51K80999,51K80999,False,cropped,existing_plate_crop,49,36,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_014959.jpg,59N197580,baseline,baseline,59M197580,False,1,False,False,False,baseline,baseline,59M197580,59M197580,False,archive_plate_crops_from_coords,existing_plate_crop,79,70,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_017713.jpg,51C37517,baseline,baseline,51C37517,True,0,True,False,False,baseline,baseline,51C37517,51C37517,False,cropped,existing_plate_crop,45,29,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_010762.jpg,65HE0033,baseline,baseline,65HE0033,True,0,True,False,False,baseline,baseline,65HE0033,65HE0033,False,yolo_plate_dataset,crop_source_bounding_box,320,234,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_016091.jpg,60B193113,baseline,baseline,60B193113,True,0,True,False,False,full_z1.15_up2_train_baseline,full_z1.15_up3_train_baseline,60B193113,60B193113,False,yolo_plate_dataset,crop_source_bounding_box,86,74,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_009915.jpg,60A66417,baseline,baseline,60A66417,True,0,True,False,False,baseline,baseline,60A66417,60A66417,False,cropped,existing_plate_crop,46,37,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_008828.jpg,59X455343,baseline,baseline,59X455343,True,0,True,False,False,baseline,baseline,59X455343,59X455343,False,archive_plate_crops_from_coords,existing_plate_crop,71,48,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001718.jpg,59Y186494,baseline,baseline,59Y186494,True,0,True,False,False,baseline,baseline,59Y186494,59Y186494,False,cropped,existing_plate_crop,80,72,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_001512.jpg,59D231916,baseline,baseline,59D231916,True,0,True,False,False,baseline,baseline,59D231916,59D231916,False,archive_plate_crops_from_coords,existing_plate_crop,114,87,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_003863.jpg,48A028661,baseline,baseline,48A02866,False,1,False,False,False,baseline,baseline,48A02866,48A02866,False,yolo_plate_ocr_dataset,existing_plate_crop,780,165,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_005038.jpg,51K65229,baseline,baseline,51K65229,True,0,True,False,False,baseline,baseline,51K65229,51K65229,False,archive_plate_crops_from_coords,existing_plate_crop,74,43,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_009509.jpg,30G03947,baseline,baseline,30G03947,True,0,True,False,False,baseline,baseline,30G03947,30G03947,False,cropped,existing_plate_crop,295,151,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_011196.jpg,50H37304,baseline,baseline,50H37304,True,0,True,False,False,baseline,baseline,50H37304,50H37304,False,cropped,existing_plate_crop,72,32,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_011892.jpg,60C68598,baseline,baseline,60C68598,True,0,True,False,False,baseline,baseline,60C68598,60C68598,False,cropped,existing_plate_crop,61,19,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_012395.jpg,29H96836,baseline,baseline,29H96836,True,0,True,False,False,baseline,baseline,29H96836,29H96836,False,cropped,existing_plate_crop,41,30,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_011572.jpg,30E99127,baseline,baseline,30E99127,True,0,True,False,False,baseline,baseline,30E99127,30E99127,False,archive_plate_crops_from_coords,existing_plate_crop,143,164,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_013501.jpg,95P18777,baseline,baseline,95P18777,True,0,True,False,False,full_z1.15_up2_train_baseline,baseline,95P18777,95P18777,False,yolo_plate_dataset,crop_source_bounding_box,154,106,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_004121.jpg,65H76111,baseline,baseline,65H76111,True,0,True,False,False,baseline,baseline,65H76111,65H76111,False,yolo_plate_dataset,crop_source_bounding_box,258,197,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_8_consensus_ppo\fresh_external_holdout\images\phase8_general_006988.jpg,50H32298,baseline,baseline,50H32298,True,0,True,False,False,baseline,baseline,50H32298,50H32298,False,cropped,existing_plate_crop,59,34,min_side_32_63
